0.36,0.36,0.36
0.36,0.36,0.26
0.36,0.36,0.64
0.36,0.36,0.46
0.36,0.36,0.47
0.36,0.36,0.67
0.36,0.36,0.09
0.36,0.36,0.72
0.36,0.36,0.4
0.36,0.36,0.12
0.36,0.26,0.36
0.36,0.26,0.26
0.36,0.26,0.64
0.36,0.26,0.46
0.36,0.26,0.47
0.36,0.26,0.67
0.36,0.26,0.09
0.36,0.26,0.72
0.36,0.26,0.4
0.36,0.26,0.12
0.36,0.64,0.36
0.36,0.64,0.26
0.36,0.64,0.64
0.36,0.64,0.46
0.36,0.64,0.47
0.36,0.64,0.67
0.36,0.64,0.09
0.36,0.64,0.72
0.36,0.64,0.4
0.36,0.64,0.12
0.36,0.46,0.36
0.36,0.46,0.26
0.36,0.46,0.64
0.36,0.46,0.46
0.36,0.46,0.47
0.36,0.46,0.67
0.36,0.46,0.09
0.36,0.46,0.72
0.36,0.46,0.4
0.36,0.46,0.12
0.36,0.47,0.36
0.36,0.47,0.26
0.36,0.47,0.64
0.36,0.47,0.46
0.36,0.47,0.47
0.36,0.47,0.67
0.36,0.47,0.09
0.36,0.47,0.72
0.36,0.47,0.4
0.36,0.47,0.12
0.36,0.67,0.36
0.36,0.67,0.26
0.36,0.67,0.64
0.36,0.67,0.46
0.36,0.67,0.47
0.36,0.67,0.67
0.36,0.67,0.09
0.36,0.67,0.72
0.36,0.67,0.4
0.36,0.67,0.12
0.36,0.09,0.36
0.36,0.09,0.26
0.36,0.09,0.64
0.36,0.09,0.46
0.36,0.09,0.47
0.36,0.09,0.67
0.36,0.09,0.09
0.36,0.09,0.72
0.36,0.09,0.4
0.36,0.09,0.12
0.36,0.72,0.36
0.36,0.72,0.26
0.36,0.72,0.64
0.36,0.72,0.46
0.36,0.72,0.47
0.36,0.72,0.67
0.36,0.72,0.09
0.36,0.72,0.72
0.36,0.72,0.4
0.36,0.72,0.12
0.36,0.4,0.36
0.36,0.4,0.26
0.36,0.4,0.64
0.36,0.4,0.46
0.36,0.4,0.47
0.36,0.4,0.67
0.36,0.4,0.09
0.36,0.4,0.72
0.36,0.4,0.4
0.36,0.4,0.12
0.36,0.12,0.36
0.36,0.12,0.26
0.36,0.12,0.64
0.36,0.12,0.46
0.36,0.12,0.47
0.36,0.12,0.67
0.36,0.12,0.09
0.36,0.12,0.72
0.36,0.12,0.4
0.36,0.12,0.12
0.26,0.36,0.36
0.26,0.36,0.26
0.26,0.36,0.64
0.26,0.36,0.46
0.26,0.36,0.47
0.26,0.36,0.67
0.26,0.36,0.09
0.26,0.36,0.72
0.26,0.36,0.4
0.26,0.36,0.12
0.26,0.26,0.36
0.26,0.26,0.26
0.26,0.26,0.64
0.26,0.26,0.46
0.26,0.26,0.47
0.26,0.26,0.67
0.26,0.26,0.09
0.26,0.26,0.72
0.26,0.26,0.4
0.26,0.26,0.12
0.26,0.64,0.36
0.26,0.64,0.26
0.26,0.64,0.64
0.26,0.64,0.46
0.26,0.64,0.47
0.26,0.64,0.67
0.26,0.64,0.09
0.26,0.64,0.72
0.26,0.64,0.4
0.26,0.64,0.12
0.26,0.46,0.36
0.26,0.46,0.26
0.26,0.46,0.64
0.26,0.46,0.46
0.26,0.46,0.47
0.26,0.46,0.67
0.26,0.46,0.09
0.26,0.46,0.72
0.26,0.46,0.4
0.26,0.46,0.12
0.26,0.47,0.36
0.26,0.47,0.26
0.26,0.47,0.64
0.26,0.47,0.46
0.26,0.47,0.47
0.26,0.47,0.67
0.26,0.47,0.09
0.26,0.47,0.72
0.26,0.47,0.4
0.26,0.47,0.12
0.26,0.67,0.36
0.26,0.67,0.26
0.26,0.67,0.64
0.26,0.67,0.46
0.26,0.67,0.47
0.26,0.67,0.67
0.26,0.67,0.09
0.26,0.67,0.72
0.26,0.67,0.4
0.26,0.67,0.12
0.26,0.09,0.36
0.26,0.09,0.26
0.26,0.09,0.64
0.26,0.09,0.46
0.26,0.09,0.47
0.26,0.09,0.67
0.26,0.09,0.09
0.26,0.09,0.72
0.26,0.09,0.4
0.26,0.09,0.12
0.26,0.72,0.36
0.26,0.72,0.26
0.26,0.72,0.64
0.26,0.72,0.46
0.26,0.72,0.47
0.26,0.72,0.67
0.26,0.72,0.09
0.26,0.72,0.72
0.26,0.72,0.4
0.26,0.72,0.12
0.26,0.4,0.36
0.26,0.4,0.26
0.26,0.4,0.64
0.26,0.4,0.46
0.26,0.4,0.47
0.26,0.4,0.67
0.26,0.4,0.09
0.26,0.4,0.72
0.26,0.4,0.4
0.26,0.4,0.12
0.26,0.12,0.36
0.26,0.12,0.26
0.26,0.12,0.64
0.26,0.12,0.46
0.26,0.12,0.47
0.26,0.12,0.67
0.26,0.12,0.09
0.26,0.12,0.72
0.26,0.12,0.4
0.26,0.12,0.12
0.64,0.36,0.36
0.64,0.36,0.26
0.64,0.36,0.64
0.64,0.36,0.46
0.64,0.36,0.47
0.64,0.36,0.67
0.64,0.36,0.09
0.64,0.36,0.72
0.64,0.36,0.4
0.64,0.36,0.12
0.64,0.26,0.36
0.64,0.26,0.26
0.64,0.26,0.64
0.64,0.26,0.46
0.64,0.26,0.47
0.64,0.26,0.67
0.64,0.26,0.09
0.64,0.26,0.72
0.64,0.26,0.4
0.64,0.26,0.12
0.64,0.64,0.36
0.64,0.64,0.26
0.64,0.64,0.64
0.64,0.64,0.46
0.64,0.64,0.47
0.64,0.64,0.67
0.64,0.64,0.09
0.64,0.64,0.72
0.64,0.64,0.4
0.64,0.64,0.12
0.64,0.46,0.36
0.64,0.46,0.26
0.64,0.46,0.64
0.64,0.46,0.46
0.64,0.46,0.47
0.64,0.46,0.67
0.64,0.46,0.09
0.64,0.46,0.72
0.64,0.46,0.4
0.64,0.46,0.12
0.64,0.47,0.36
0.64,0.47,0.26
0.64,0.47,0.64
0.64,0.47,0.46
0.64,0.47,0.47
0.64,0.47,0.67
0.64,0.47,0.09
0.64,0.47,0.72
0.64,0.47,0.4
0.64,0.47,0.12
0.64,0.67,0.36
0.64,0.67,0.26
0.64,0.67,0.64
0.64,0.67,0.46
0.64,0.67,0.47
0.64,0.67,0.67
0.64,0.67,0.09
0.64,0.67,0.72
0.64,0.67,0.4
0.64,0.67,0.12
0.64,0.09,0.36
0.64,0.09,0.26
0.64,0.09,0.64
0.64,0.09,0.46
0.64,0.09,0.47
0.64,0.09,0.67
0.64,0.09,0.09
0.64,0.09,0.72
0.64,0.09,0.4
0.64,0.09,0.12
0.64,0.72,0.36
0.64,0.72,0.26
0.64,0.72,0.64
0.64,0.72,0.46
0.64,0.72,0.47
0.64,0.72,0.67
0.64,0.72,0.09
0.64,0.72,0.72
0.64,0.72,0.4
0.64,0.72,0.12
0.64,0.4,0.36
0.64,0.4,0.26
0.64,0.4,0.64
0.64,0.4,0.46
0.64,0.4,0.47
0.64,0.4,0.67
0.64,0.4,0.09
0.64,0.4,0.72
0.64,0.4,0.4
0.64,0.4,0.12
0.64,0.12,0.36
0.64,0.12,0.26
0.64,0.12,0.64
0.64,0.12,0.46
0.64,0.12,0.47
0.64,0.12,0.67
0.64,0.12,0.09
0.64,0.12,0.72
0.64,0.12,0.4
0.64,0.12,0.12
0.46,0.36,0.36
0.46,0.36,0.26
0.46,0.36,0.64
0.46,0.36,0.46
0.46,0.36,0.47
0.46,0.36,0.67
0.46,0.36,0.09
0.46,0.36,0.72
0.46,0.36,0.4
0.46,0.36,0.12
0.46,0.26,0.36
0.46,0.26,0.26
0.46,0.26,0.64
0.46,0.26,0.46
0.46,0.26,0.47
0.46,0.26,0.67
0.46,0.26,0.09
0.46,0.26,0.72
0.46,0.26,0.4
0.46,0.26,0.12
0.46,0.64,0.36
0.46,0.64,0.26
0.46,0.64,0.64
0.46,0.64,0.46
0.46,0.64,0.47
0.46,0.64,0.67
0.46,0.64,0.09
0.46,0.64,0.72
0.46,0.64,0.4
0.46,0.64,0.12
0.46,0.46,0.36
0.46,0.46,0.26
0.46,0.46,0.64
0.46,0.46,0.46
0.46,0.46,0.47
0.46,0.46,0.67
0.46,0.46,0.09
0.46,0.46,0.72
0.46,0.46,0.4
0.46,0.46,0.12
0.46,0.47,0.36
0.46,0.47,0.26
0.46,0.47,0.64
0.46,0.47,0.46
0.46,0.47,0.47
0.46,0.47,0.67
0.46,0.47,0.09
0.46,0.47,0.72
0.46,0.47,0.4
0.46,0.47,0.12
0.46,0.67,0.36
0.46,0.67,0.26
0.46,0.67,0.64
0.46,0.67,0.46
0.46,0.67,0.47
0.46,0.67,0.67
0.46,0.67,0.09
0.46,0.67,0.72
0.46,0.67,0.4
0.46,0.67,0.12
0.46,0.09,0.36
0.46,0.09,0.26
0.46,0.09,0.64
0.46,0.09,0.46
0.46,0.09,0.47
0.46,0.09,0.67
0.46,0.09,0.09
0.46,0.09,0.72
0.46,0.09,0.4
0.46,0.09,0.12
0.46,0.72,0.36
0.46,0.72,0.26
0.46,0.72,0.64
0.46,0.72,0.46
0.46,0.72,0.47
0.46,0.72,0.67
0.46,0.72,0.09
0.46,0.72,0.72
0.46,0.72,0.4
0.46,0.72,0.12
0.46,0.4,0.36
0.46,0.4,0.26
0.46,0.4,0.64
0.46,0.4,0.46
0.46,0.4,0.47
0.46,0.4,0.67
0.46,0.4,0.09
0.46,0.4,0.72
0.46,0.4,0.4
0.46,0.4,0.12
0.46,0.12,0.36
0.46,0.12,0.26
0.46,0.12,0.64
0.46,0.12,0.46
0.46,0.12,0.47
0.46,0.12,0.67
0.46,0.12,0.09
0.46,0.12,0.72
0.46,0.12,0.4
0.46,0.12,0.12
0.47,0.36,0.36
0.47,0.36,0.26
0.47,0.36,0.64
0.47,0.36,0.46
0.47,0.36,0.47
0.47,0.36,0.67
0.47,0.36,0.09
0.47,0.36,0.72
0.47,0.36,0.4
0.47,0.36,0.12
0.47,0.26,0.36
0.47,0.26,0.26
0.47,0.26,0.64
0.47,0.26,0.46
0.47,0.26,0.47
0.47,0.26,0.67
0.47,0.26,0.09
0.47,0.26,0.72
0.47,0.26,0.4
0.47,0.26,0.12
0.47,0.64,0.36
0.47,0.64,0.26
0.47,0.64,0.64
0.47,0.64,0.46
0.47,0.64,0.47
0.47,0.64,0.67
0.47,0.64,0.09
0.47,0.64,0.72
0.47,0.64,0.4
0.47,0.64,0.12
0.47,0.46,0.36
0.47,0.46,0.26
0.47,0.46,0.64
0.47,0.46,0.46
0.47,0.46,0.47
0.47,0.46,0.67
0.47,0.46,0.09
0.47,0.46,0.72
0.47,0.46,0.4
0.47,0.46,0.12
0.47,0.47,0.36
0.47,0.47,0.26
0.47,0.47,0.64
0.47,0.47,0.46
0.47,0.47,0.47
0.47,0.47,0.67
0.47,0.47,0.09
0.47,0.47,0.72
0.47,0.47,0.4
0.47,0.47,0.12
0.47,0.67,0.36
0.47,0.67,0.26
0.47,0.67,0.64
0.47,0.67,0.46
0.47,0.67,0.47
0.47,0.67,0.67
0.47,0.67,0.09
0.47,0.67,0.72
0.47,0.67,0.4
0.47,0.67,0.12
0.47,0.09,0.36
0.47,0.09,0.26
0.47,0.09,0.64
0.47,0.09,0.46
0.47,0.09,0.47
0.47,0.09,0.67
0.47,0.09,0.09
0.47,0.09,0.72
0.47,0.09,0.4
0.47,0.09,0.12
0.47,0.72,0.36
0.47,0.72,0.26
0.47,0.72,0.64
0.47,0.72,0.46
0.47,0.72,0.47
0.47,0.72,0.67
0.47,0.72,0.09
0.47,0.72,0.72
0.47,0.72,0.4
0.47,0.72,0.12
0.47,0.4,0.36
0.47,0.4,0.26
0.47,0.4,0.64
0.47,0.4,0.46
0.47,0.4,0.47
0.47,0.4,0.67
0.47,0.4,0.09
0.47,0.4,0.72
0.47,0.4,0.4
0.47,0.4,0.12
0.47,0.12,0.36
0.47,0.12,0.26
0.47,0.12,0.64
0.47,0.12,0.46
0.47,0.12,0.47
0.47,0.12,0.67
0.47,0.12,0.09
0.47,0.12,0.72
0.47,0.12,0.4
0.47,0.12,0.12
0.67,0.36,0.36
0.67,0.36,0.26
0.67,0.36,0.64
0.67,0.36,0.46
0.67,0.36,0.47
0.67,0.36,0.67
0.67,0.36,0.09
0.67,0.36,0.72
0.67,0.36,0.4
0.67,0.36,0.12
0.67,0.26,0.36
0.67,0.26,0.26
0.67,0.26,0.64
0.67,0.26,0.46
0.67,0.26,0.47
0.67,0.26,0.67
0.67,0.26,0.09
0.67,0.26,0.72
0.67,0.26,0.4
0.67,0.26,0.12
0.67,0.64,0.36
0.67,0.64,0.26
0.67,0.64,0.64
0.67,0.64,0.46
0.67,0.64,0.47
0.67,0.64,0.67
0.67,0.64,0.09
0.67,0.64,0.72
0.67,0.64,0.4
0.67,0.64,0.12
0.67,0.46,0.36
0.67,0.46,0.26
0.67,0.46,0.64
0.67,0.46,0.46
0.67,0.46,0.47
0.67,0.46,0.67
0.67,0.46,0.09
0.67,0.46,0.72
0.67,0.46,0.4
0.67,0.46,0.12
0.67,0.47,0.36
0.67,0.47,0.26
0.67,0.47,0.64
0.67,0.47,0.46
0.67,0.47,0.47
0.67,0.47,0.67
0.67,0.47,0.09
0.67,0.47,0.72
0.67,0.47,0.4
0.67,0.47,0.12
0.67,0.67,0.36
0.67,0.67,0.26
0.67,0.67,0.64
0.67,0.67,0.46
0.67,0.67,0.47
0.67,0.67,0.67
0.67,0.67,0.09
0.67,0.67,0.72
0.67,0.67,0.4
0.67,0.67,0.12
0.67,0.09,0.36
0.67,0.09,0.26
0.67,0.09,0.64
0.67,0.09,0.46
0.67,0.09,0.47
0.67,0.09,0.67
0.67,0.09,0.09
0.67,0.09,0.72
0.67,0.09,0.4
0.67,0.09,0.12
0.67,0.72,0.36
0.67,0.72,0.26
0.67,0.72,0.64
0.67,0.72,0.46
0.67,0.72,0.47
0.67,0.72,0.67
0.67,0.72,0.09
0.67,0.72,0.72
0.67,0.72,0.4
0.67,0.72,0.12
0.67,0.4,0.36
0.67,0.4,0.26
0.67,0.4,0.64
0.67,0.4,0.46
0.67,0.4,0.47
0.67,0.4,0.67
0.67,0.4,0.09
0.67,0.4,0.72
0.67,0.4,0.4
0.67,0.4,0.12
0.67,0.12,0.36
0.67,0.12,0.26
0.67,0.12,0.64
0.67,0.12,0.46
0.67,0.12,0.47
0.67,0.12,0.67
0.67,0.12,0.09
0.67,0.12,0.72
0.67,0.12,0.4
0.67,0.12,0.12
0.09,0.36,0.36
0.09,0.36,0.26
0.09,0.36,0.64
0.09,0.36,0.46
0.09,0.36,0.47
0.09,0.36,0.67
0.09,0.36,0.09
0.09,0.36,0.72
0.09,0.36,0.4
0.09,0.36,0.12
0.09,0.26,0.36
0.09,0.26,0.26
0.09,0.26,0.64
0.09,0.26,0.46
0.09,0.26,0.47
0.09,0.26,0.67
0.09,0.26,0.09
0.09,0.26,0.72
0.09,0.26,0.4
0.09,0.26,0.12
0.09,0.64,0.36
0.09,0.64,0.26
0.09,0.64,0.64
0.09,0.64,0.46
0.09,0.64,0.47
0.09,0.64,0.67
0.09,0.64,0.09
0.09,0.64,0.72
0.09,0.64,0.4
0.09,0.64,0.12
0.09,0.46,0.36
0.09,0.46,0.26
0.09,0.46,0.64
0.09,0.46,0.46
0.09,0.46,0.47
0.09,0.46,0.67
0.09,0.46,0.09
0.09,0.46,0.72
0.09,0.46,0.4
0.09,0.46,0.12
0.09,0.47,0.36
0.09,0.47,0.26
0.09,0.47,0.64
0.09,0.47,0.46
0.09,0.47,0.47
0.09,0.47,0.67
0.09,0.47,0.09
0.09,0.47,0.72
0.09,0.47,0.4
0.09,0.47,0.12
0.09,0.67,0.36
0.09,0.67,0.26
0.09,0.67,0.64
0.09,0.67,0.46
0.09,0.67,0.47
0.09,0.67,0.67
0.09,0.67,0.09
0.09,0.67,0.72
0.09,0.67,0.4
0.09,0.67,0.12
0.09,0.09,0.36
0.09,0.09,0.26
0.09,0.09,0.64
0.09,0.09,0.46
0.09,0.09,0.47
0.09,0.09,0.67
0.09,0.09,0.09
0.09,0.09,0.72
0.09,0.09,0.4
0.09,0.09,0.12
0.09,0.72,0.36
0.09,0.72,0.26
0.09,0.72,0.64
0.09,0.72,0.46
0.09,0.72,0.47
0.09,0.72,0.67
0.09,0.72,0.09
0.09,0.72,0.72
0.09,0.72,0.4
0.09,0.72,0.12
0.09,0.4,0.36
0.09,0.4,0.26
0.09,0.4,0.64
0.09,0.4,0.46
0.09,0.4,0.47
0.09,0.4,0.67
0.09,0.4,0.09
0.09,0.4,0.72
0.09,0.4,0.4
0.09,0.4,0.12
0.09,0.12,0.36
0.09,0.12,0.26
0.09,0.12,0.64
0.09,0.12,0.46
0.09,0.12,0.47
0.09,0.12,0.67
0.09,0.12,0.09
0.09,0.12,0.72
0.09,0.12,0.4
0.09,0.12,0.12
0.72,0.36,0.36
0.72,0.36,0.26
0.72,0.36,0.64
0.72,0.36,0.46
0.72,0.36,0.47
0.72,0.36,0.67
0.72,0.36,0.09
0.72,0.36,0.72
0.72,0.36,0.4
0.72,0.36,0.12
0.72,0.26,0.36
0.72,0.26,0.26
0.72,0.26,0.64
0.72,0.26,0.46
0.72,0.26,0.47
0.72,0.26,0.67
0.72,0.26,0.09
0.72,0.26,0.72
0.72,0.26,0.4
0.72,0.26,0.12
0.72,0.64,0.36
0.72,0.64,0.26
0.72,0.64,0.64
0.72,0.64,0.46
0.72,0.64,0.47
0.72,0.64,0.67
0.72,0.64,0.09
0.72,0.64,0.72
0.72,0.64,0.4
0.72,0.64,0.12
0.72,0.46,0.36
0.72,0.46,0.26
0.72,0.46,0.64
0.72,0.46,0.46
0.72,0.46,0.47
0.72,0.46,0.67
0.72,0.46,0.09
0.72,0.46,0.72
0.72,0.46,0.4
0.72,0.46,0.12
0.72,0.47,0.36
0.72,0.47,0.26
0.72,0.47,0.64
0.72,0.47,0.46
0.72,0.47,0.47
0.72,0.47,0.67
0.72,0.47,0.09
0.72,0.47,0.72
0.72,0.47,0.4
0.72,0.47,0.12
0.72,0.67,0.36
0.72,0.67,0.26
0.72,0.67,0.64
0.72,0.67,0.46
0.72,0.67,0.47
0.72,0.67,0.67
0.72,0.67,0.09
0.72,0.67,0.72
0.72,0.67,0.4
0.72,0.67,0.12
0.72,0.09,0.36
0.72,0.09,0.26
0.72,0.09,0.64
0.72,0.09,0.46
0.72,0.09,0.47
0.72,0.09,0.67
0.72,0.09,0.09
0.72,0.09,0.72
0.72,0.09,0.4
0.72,0.09,0.12
0.72,0.72,0.36
0.72,0.72,0.26
0.72,0.72,0.64
0.72,0.72,0.46
0.72,0.72,0.47
0.72,0.72,0.67
0.72,0.72,0.09
0.72,0.72,0.72
0.72,0.72,0.4
0.72,0.72,0.12
0.72,0.4,0.36
0.72,0.4,0.26
0.72,0.4,0.64
0.72,0.4,0.46
0.72,0.4,0.47
0.72,0.4,0.67
0.72,0.4,0.09
0.72,0.4,0.72
0.72,0.4,0.4
0.72,0.4,0.12
0.72,0.12,0.36
0.72,0.12,0.26
0.72,0.12,0.64
0.72,0.12,0.46
0.72,0.12,0.47
0.72,0.12,0.67
0.72,0.12,0.09
0.72,0.12,0.72
0.72,0.12,0.4
0.72,0.12,0.12
0.4,0.36,0.36
0.4,0.36,0.26
0.4,0.36,0.64
0.4,0.36,0.46
0.4,0.36,0.47
0.4,0.36,0.67
0.4,0.36,0.09
0.4,0.36,0.72
0.4,0.36,0.4
0.4,0.36,0.12
0.4,0.26,0.36
0.4,0.26,0.26
0.4,0.26,0.64
0.4,0.26,0.46
0.4,0.26,0.47
0.4,0.26,0.67
0.4,0.26,0.09
0.4,0.26,0.72
0.4,0.26,0.4
0.4,0.26,0.12
0.4,0.64,0.36
0.4,0.64,0.26
0.4,0.64,0.64
0.4,0.64,0.46
0.4,0.64,0.47
0.4,0.64,0.67
0.4,0.64,0.09
0.4,0.64,0.72
0.4,0.64,0.4
0.4,0.64,0.12
0.4,0.46,0.36
0.4,0.46,0.26
0.4,0.46,0.64
0.4,0.46,0.46
0.4,0.46,0.47
0.4,0.46,0.67
0.4,0.46,0.09
0.4,0.46,0.72
0.4,0.46,0.4
0.4,0.46,0.12
0.4,0.47,0.36
0.4,0.47,0.26
0.4,0.47,0.64
0.4,0.47,0.46
0.4,0.47,0.47
0.4,0.47,0.67
0.4,0.47,0.09
0.4,0.47,0.72
0.4,0.47,0.4
0.4,0.47,0.12
0.4,0.67,0.36
0.4,0.67,0.26
0.4,0.67,0.64
0.4,0.67,0.46
0.4,0.67,0.47
0.4,0.67,0.67
0.4,0.67,0.09
0.4,0.67,0.72
0.4,0.67,0.4
0.4,0.67,0.12
0.4,0.09,0.36
0.4,0.09,0.26
0.4,0.09,0.64
0.4,0.09,0.46
0.4,0.09,0.47
0.4,0.09,0.67
0.4,0.09,0.09
0.4,0.09,0.72
0.4,0.09,0.4
0.4,0.09,0.12
0.4,0.72,0.36
0.4,0.72,0.26
0.4,0.72,0.64
0.4,0.72,0.46
0.4,0.72,0.47
0.4,0.72,0.67
0.4,0.72,0.09
0.4,0.72,0.72
0.4,0.72,0.4
0.4,0.72,0.12
0.4,0.4,0.36
0.4,0.4,0.26
0.4,0.4,0.64
0.4,0.4,0.46
0.4,0.4,0.47
0.4,0.4,0.67
0.4,0.4,0.09
0.4,0.4,0.72
0.4,0.4,0.4
0.4,0.4,0.12
0.4,0.12,0.36
0.4,0.12,0.26
0.4,0.12,0.64
0.4,0.12,0.46
0.4,0.12,0.47
0.4,0.12,0.67
0.4,0.12,0.09
0.4,0.12,0.72
0.4,0.12,0.4
0.4,0.12,0.12
0.12,0.36,0.36
0.12,0.36,0.26
0.12,0.36,0.64
0.12,0.36,0.46
0.12,0.36,0.47
0.12,0.36,0.67
0.12,0.36,0.09
0.12,0.36,0.72
0.12,0.36,0.4
0.12,0.36,0.12
0.12,0.26,0.36
0.12,0.26,0.26
0.12,0.26,0.64
0.12,0.26,0.46
0.12,0.26,0.47
0.12,0.26,0.67
0.12,0.26,0.09
0.12,0.26,0.72
0.12,0.26,0.4
0.12,0.26,0.12
0.12,0.64,0.36
0.12,0.64,0.26
0.12,0.64,0.64
0.12,0.64,0.46
0.12,0.64,0.47
0.12,0.64,0.67
0.12,0.64,0.09
0.12,0.64,0.72
0.12,0.64,0.4
0.12,0.64,0.12
0.12,0.46,0.36
0.12,0.46,0.26
0.12,0.46,0.64
0.12,0.46,0.46
0.12,0.46,0.47
0.12,0.46,0.67
0.12,0.46,0.09
0.12,0.46,0.72
0.12,0.46,0.4
0.12,0.46,0.12
0.12,0.47,0.36
0.12,0.47,0.26
0.12,0.47,0.64
0.12,0.47,0.46
0.12,0.47,0.47
0.12,0.47,0.67
0.12,0.47,0.09
0.12,0.47,0.72
0.12,0.47,0.4
0.12,0.47,0.12
0.12,0.67,0.36
0.12,0.67,0.26
0.12,0.67,0.64
0.12,0.67,0.46
0.12,0.67,0.47
0.12,0.67,0.67
0.12,0.67,0.09
0.12,0.67,0.72
0.12,0.67,0.4
0.12,0.67,0.12
0.12,0.09,0.36
0.12,0.09,0.26
0.12,0.09,0.64
0.12,0.09,0.46
0.12,0.09,0.47
0.12,0.09,0.67
0.12,0.09,0.09
0.12,0.09,0.72
0.12,0.09,0.4
0.12,0.09,0.12
0.12,0.72,0.36
0.12,0.72,0.26
0.12,0.72,0.64
0.12,0.72,0.46
0.12,0.72,0.47
0.12,0.72,0.67
0.12,0.72,0.09
0.12,0.72,0.72
0.12,0.72,0.4
0.12,0.72,0.12
0.12,0.4,0.36
0.12,0.4,0.26
0.12,0.4,0.64
0.12,0.4,0.46
0.12,0.4,0.47
0.12,0.4,0.67
0.12,0.4,0.09
0.12,0.4,0.72
0.12,0.4,0.4
0.12,0.4,0.12
0.12,0.12,0.36
0.12,0.12,0.26
0.12,0.12,0.64
0.12,0.12,0.46
0.12,0.12,0.47
0.12,0.12,0.67
0.12,0.12,0.09
0.12,0.12,0.72
0.12,0.12,0.4
0.12,0.12,0.12
